uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,13
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
SE,PNEUMONIA,DOMICILIO,"80 - 89",F,8
SE,PNEUMONIA,DOMICILIO,"80 - 89",M,9
SE,PNEUMONIA,HOSPITAL,"80 - 89",F,136
SE,PNEUMONIA,HOSPITAL,"80 - 89",M,133
SE,PNEUMONIA,IGNORADO,"80 - 89",F,1
SE,PNEUMONIA,IGNORADO,"80 - 89",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,9
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,12
SE,SEPTICEMIA,DOMICILIO,"80 - 89",F,17
SE,SEPTICEMIA,DOMICILIO,"80 - 89",M,9
SE,SEPTICEMIA,HOSPITAL,"80 - 89",F,180
SE,SEPTICEMIA,HOSPITAL,"80 - 89",M,139
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
SE,SRAG,HOSPITAL,"80 - 89",F,11
SE,SRAG,HOSPITAL,"80 - 89",M,10
SE,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SP,OUTRAS,AMBULANCIA,"80 - 89",F,2
SP,OUTRAS,DOMICILIO,"80 - 89",F,5995
SP,OUTRAS,DOMICILIO,"80 - 89",I,7
SP,OUTRAS,DOMICILIO,"80 - 89",M,5225
SP,OUTRAS,HOSPITAL,"80 - 89",F,11371
SP,OUTRAS,HOSPITAL,"80 - 89",I,6
SP,OUTRAS,HOSPITAL,"80 - 89",M,9506
SP,OUTRAS,IGNORADO,"80 - 89",F,109
SP,OUTRAS,IGNORADO,"80 - 89",I,721
SP,OUTRAS,IGNORADO,"80 - 89",M,90
SP,OUTRAS,OUTRO,"80 - 89",F,620
SP,OUTRAS,OUTRO,"80 - 89",I,1
SP,OUTRAS,OUTRO,"80 - 89",M,504
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1280
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,961
SP,OUTRAS,POSTO_SAUDE,"80 - 89",F,26
SP,OUTRAS,POSTO_SAUDE,"80 - 89",M,22
SP,OUTRAS,VIA_PUBLICA,"80 - 89",F,41
SP,OUTRAS,VIA_PUBLICA,"80 - 89",M,73
SP,COVID,DOMICILIO,"80 - 89",F,182
SP,COVID,DOMICILIO,"80 - 89",M,199
SP,COVID,HOSPITAL,"80 - 89",F,7206
SP,COVID,HOSPITAL,"80 - 89",I,1
SP,COVID,HOSPITAL,"80 - 89",M,7937
SP,COVID,IGNORADO,"80 - 89",F,32
SP,COVID,IGNORADO,"80 - 89",M,35
SP,COVID,OUTRO,"80 - 89",F,105
SP,COVID,OUTRO,"80 - 89",M,73
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,380
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,391
SP,COVID,POSTO_SAUDE,"80 - 89",F,10
SP,COVID,POSTO_SAUDE,"80 - 89",M,6
SP,COVID,VIA_PUBLICA,"80 - 89",F,4
SP,COVID,VIA_PUBLICA,"80 - 89",M,5
SP,INDETERMINADA,DOMICILIO,"80 - 89",F,104
SP,INDETERMINADA,DOMICILIO,"80 - 89",M,93
SP,INDETERMINADA,HOSPITAL,"80 - 89",F,38
SP,INDETERMINADA,HOSPITAL,"80 - 89",M,28
SP,INDETERMINADA,IGNORADO,"80 - 89",M,2
SP,INDETERMINADA,OUTRO,"80 - 89",F,10
SP,INDETERMINADA,OUTRO,"80 - 89",M,6
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,12
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
SP,INDETERMINADA,POSTO_SAUDE,"80 - 89",F,1
SP,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"80 - 89",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,383
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,377
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,2431
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1919
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,19
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,70
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,56
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,240
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,199
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",F,5
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",M,5
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,7
SP,PNEUMONIA,AMBULANCIA,"80 - 89",F,1
SP,PNEUMONIA,DOMICILIO,"80 - 89",F,336
SP,PNEUMONIA,DOMICILIO,"80 - 89",M,368
SP,PNEUMONIA,HOSPITAL,"80 - 89",F,6947
SP,PNEUMONIA,HOSPITAL,"80 - 89",I,2
SP,PNEUMONIA,HOSPITAL,"80 - 89",M,6563
SP,PNEUMONIA,IGNORADO,"80 - 89",F,20
SP,PNEUMONIA,IGNORADO,"80 - 89",M,31
SP,PNEUMONIA,OUTRO,"80 - 89",F,96
SP,PNEUMONIA,OUTRO,"80 - 89",M,100
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,353
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,315
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,6
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,9
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,3
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,4
SP,SEPTICEMIA,DOMICILIO,"80 - 89",F,180
SP,SEPTICEMIA,DOMICILIO,"80 - 89",M,120
SP,SEPTICEMIA,HOSPITAL,"80 - 89",F,5659
SP,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
SP,SEPTICEMIA,HOSPITAL,"80 - 89",M,4112
SP,SEPTICEMIA,IGNORADO,"80 - 89",F,20
SP,SEPTICEMIA,IGNORADO,"80 - 89",M,16
SP,SEPTICEMIA,OUTRO,"80 - 89",F,79
SP,SEPTICEMIA,OUTRO,"80 - 89",M,56
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,314
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,201
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,5
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",M,3
SP,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,4
SP,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,2
SP,SRAG,DOMICILIO,"80 - 89",F,3
SP,SRAG,DOMICILIO,"80 - 89",M,4
SP,SRAG,HOSPITAL,"80 - 89",F,188
SP,SRAG,HOSPITAL,"80 - 89",M,199
SP,SRAG,IGNORADO,"80 - 89",M,1
SP,SRAG,OUTRO,"80 - 89",F,5
SP,SRAG,OUTRO,"80 - 89",M,7
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,14
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
TO,OUTRAS,DOMICILIO,"80 - 89",F,124
TO,OUTRAS,DOMICILIO,"80 - 89",M,189
TO,OUTRAS,HOSPITAL,"80 - 89",F,133
TO,OUTRAS,HOSPITAL,"80 - 89",M,160
TO,OUTRAS,IGNORADO,"80 - 89",F,4
TO,OUTRAS,IGNORADO,"80 - 89",M,2
TO,OUTRAS,OUTRO,"80 - 89",F,9
TO,OUTRAS,OUTRO,"80 - 89",M,6
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,13
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
TO,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
TO,OUTRAS,POSTO_SAUDE,"80 - 89",M,2
TO,OUTRAS,VIA_PUBLICA,"80 - 89",F,4
TO,OUTRAS,VIA_PUBLICA,"80 - 89",M,6
TO,COVID,DOMICILIO,"80 - 89",F,5
TO,COVID,DOMICILIO,"80 - 89",M,5
TO,COVID,HOSPITAL,"80 - 89",F,144
TO,COVID,HOSPITAL,"80 - 89",I,1
TO,COVID,HOSPITAL,"80 - 89",M,200
TO,COVID,IGNORADO,"80 - 89",F,1
TO,COVID,IGNORADO,"80 - 89",M,1
TO,COVID,OUTRO,"80 - 89",F,2
TO,COVID,OUTRO,"80 - 89",M,1
TO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,8
TO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
TO,INDETERMINADA,DOMICILIO,"80 - 89",F,2
TO,INDETERMINADA,DOMICILIO,"80 - 89",M,2
TO,INDETERMINADA,HOSPITAL,"80 - 89",F,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,15
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,24
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,21
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,35
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
TO,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",F,1
TO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
TO,PNEUMONIA,DOMICILIO,"80 - 89",F,9
TO,PNEUMONIA,DOMICILIO,"80 - 89",M,12
TO,PNEUMONIA,HOSPITAL,"80 - 89",F,94
TO,PNEUMONIA,HOSPITAL,"80 - 89",M,95
TO,PNEUMONIA,IGNORADO,"80 - 89",F,1
TO,PNEUMONIA,OUTRO,"80 - 89",F,1
TO,PNEUMONIA,OUTRO,"80 - 89",M,2
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
TO,SEPTICEMIA,DOMICILIO,"80 - 89",F,7
TO,SEPTICEMIA,DOMICILIO,"80 - 89",M,6
TO,SEPTICEMIA,HOSPITAL,"80 - 89",F,46
TO,SEPTICEMIA,HOSPITAL,"80 - 89",M,71
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
TO,SRAG,DOMICILIO,"80 - 89",M,2
TO,SRAG,HOSPITAL,"80 - 89",F,3
TO,SRAG,HOSPITAL,"80 - 89",M,2
TO,SRAG,IGNORADO,"80 - 89",F,1
AC,OUTRAS,DOMICILIO,"90 - 99",F,52
AC,OUTRAS,DOMICILIO,"90 - 99",I,1
AC,OUTRAS,DOMICILIO,"90 - 99",M,51
AC,OUTRAS,HOSPITAL,"90 - 99",F,30
AC,OUTRAS,HOSPITAL,"90 - 99",M,35
AC,OUTRAS,OUTRO,"90 - 99",F,6
AC,OUTRAS,OUTRO,"90 - 99",M,8
AC,COVID,DOMICILIO,"90 - 99",F,4
AC,COVID,DOMICILIO,"90 - 99",M,5
AC,COVID,HOSPITAL,"90 - 99",F,18
AC,COVID,HOSPITAL,"90 - 99",M,24
AC,COVID,OUTRO,"90 - 99",F,3
AC,COVID,OUTRO,"90 - 99",M,1
AC,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AC,INDETERMINADA,DOMICILIO,"90 - 99",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,2
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,3
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,7
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
AC,PNEUMONIA,DOMICILIO,"90 - 99",F,2
AC,PNEUMONIA,DOMICILIO,"90 - 99",M,3
AC,PNEUMONIA,HOSPITAL,"90 - 99",F,34
AC,PNEUMONIA,HOSPITAL,"90 - 99",M,34
AC,PNEUMONIA,OUTRO,"90 - 99",M,1
AC,SEPTICEMIA,DOMICILIO,"90 - 99",F,1
AC,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
AC,SEPTICEMIA,HOSPITAL,"90 - 99",F,12
AC,SEPTICEMIA,HOSPITAL,"90 - 99",M,11
AL,OUTRAS,DOMICILIO,"90 - 99",F,368
AL,OUTRAS,DOMICILIO,"90 - 99",M,255
AL,OUTRAS,HOSPITAL,"90 - 99",F,132
AL,OUTRAS,HOSPITAL,"90 - 99",M,102
AL,OUTRAS,IGNORADO,"90 - 99",F,1
AL,OUTRAS,IGNORADO,"90 - 99",M,2
AL,OUTRAS,OUTRO,"90 - 99",F,4
AL,OUTRAS,OUTRO,"90 - 99",M,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
AL,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
AL,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
AL,COVID,DOMICILIO,"90 - 99",F,2
AL,COVID,DOMICILIO,"90 - 99",M,5
AL,COVID,HOSPITAL,"90 - 99",F,66
AL,COVID,HOSPITAL,"90 - 99",M,54
AL,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
AL,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AL,INDETERMINADA,DOMICILIO,"90 - 99",F,3
AL,INDETERMINADA,DOMICILIO,"90 - 99",M,4
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,37
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,24
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,34
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,23
AL,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
AL,PNEUMONIA,DOMICILIO,"90 - 99",F,27
AL,PNEUMONIA,DOMICILIO,"90 - 99",M,28
AL,PNEUMONIA,HOSPITAL,"90 - 99",F,128
AL,PNEUMONIA,HOSPITAL,"90 - 99",M,78
AL,PNEUMONIA,OUTRO,"90 - 99",F,1
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
AL,SEPTICEMIA,DOMICILIO,"90 - 99",F,30
AL,SEPTICEMIA,DOMICILIO,"90 - 99",M,13
AL,SEPTICEMIA,HOSPITAL,"90 - 99",F,108
AL,SEPTICEMIA,HOSPITAL,"90 - 99",M,42
AL,SEPTICEMIA,OUTRO,"90 - 99",M,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
AL,SRAG,DOMICILIO,"90 - 99",F,2
AL,SRAG,DOMICILIO,"90 - 99",M,1
AL,SRAG,HOSPITAL,"90 - 99",F,8
AL,SRAG,HOSPITAL,"90 - 99",M,1
AM,OUTRAS,DOMICILIO,"90 - 99",F,252
AM,OUTRAS,DOMICILIO,"90 - 99",M,176
AM,OUTRAS,HOSPITAL,"90 - 99",F,127
AM,OUTRAS,HOSPITAL,"90 - 99",M,71
AM,OUTRAS,IGNORADO,"90 - 99",F,3
AM,OUTRAS,OUTRO,"90 - 99",F,20
AM,OUTRAS,OUTRO,"90 - 99",M,14
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
AM,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
AM,COVID,DOMICILIO,"90 - 99",F,29
AM,COVID,DOMICILIO,"90 - 99",M,26
AM,COVID,HOSPITAL,"90 - 99",F,136
AM,COVID,HOSPITAL,"90 - 99",M,100
AM,COVID,OUTRO,"90 - 99",F,5
AM,COVID,OUTRO,"90 - 99",M,6
AM,INDETERMINADA,DOMICILIO,"90 - 99",F,11
AM,INDETERMINADA,DOMICILIO,"90 - 99",M,10
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,19
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,6
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,26
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,11
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,4
AM,PNEUMONIA,DOMICILIO,"90 - 99",F,21
AM,PNEUMONIA,DOMICILIO,"90 - 99",M,11
AM,PNEUMONIA,HOSPITAL,"90 - 99",F,114
AM,PNEUMONIA,HOSPITAL,"90 - 99",M,77
AM,PNEUMONIA,OUTRO,"90 - 99",F,5
AM,PNEUMONIA,OUTRO,"90 - 99",M,3
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AM,SEPTICEMIA,DOMICILIO,"90 - 99",F,2
AM,SEPTICEMIA,DOMICILIO,"90 - 99",M,10
AM,SEPTICEMIA,HOSPITAL,"90 - 99",F,67
AM,SEPTICEMIA,HOSPITAL,"90 - 99",M,27
AM,SEPTICEMIA,OUTRO,"90 - 99",F,1
AM,SEPTICEMIA,OUTRO,"90 - 99",M,3
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AM,SRAG,DOMICILIO,"90 - 99",F,6
AM,SRAG,DOMICILIO,"90 - 99",M,4
AM,SRAG,HOSPITAL,"90 - 99",F,25
AM,SRAG,HOSPITAL,"90 - 99",M,21
AM,SRAG,OUTRO,"90 - 99",F,1
AM,SRAG,OUTRO,"90 - 99",M,1
AP,OUTRAS,DOMICILIO,"90 - 99",F,31
AP,OUTRAS,DOMICILIO,"90 - 99",M,18
AP,OUTRAS,HOSPITAL,"90 - 99",F,13
AP,OUTRAS,HOSPITAL,"90 - 99",M,12
AP,OUTRAS,OUTRO,"90 - 99",F,2
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AP,COVID,DOMICILIO,"90 - 99",F,1
AP,COVID,HOSPITAL,"90 - 99",F,14
AP,COVID,HOSPITAL,"90 - 99",M,14
AP,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AP,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AP,INDETERMINADA,DOMICILIO,"90 - 99",F,1
AP,INDETERMINADA,DOMICILIO,"90 - 99",M,2
AP,INDETERMINADA,HOSPITAL,"90 - 99",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,5
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,5
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,4
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,2
AP,PNEUMONIA,DOMICILIO,"90 - 99",F,3
AP,PNEUMONIA,DOMICILIO,"90 - 99",M,3
AP,PNEUMONIA,HOSPITAL,"90 - 99",F,14
AP,PNEUMONIA,HOSPITAL,"90 - 99",M,11
AP,PNEUMONIA,OUTRO,"90 - 99",M,1
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AP,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
AP,SEPTICEMIA,HOSPITAL,"90 - 99",F,5
AP,SEPTICEMIA,HOSPITAL,"90 - 99",M,3
AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
BA,OUTRAS,DOMICILIO,"90 - 99",F,2406
BA,OUTRAS,DOMICILIO,"90 - 99",M,1593
BA,OUTRAS,HOSPITAL,"90 - 99",F,1262
BA,OUTRAS,HOSPITAL,"90 - 99",M,760
BA,OUTRAS,IGNORADO,"90 - 99",F,9
BA,OUTRAS,IGNORADO,"90 - 99",M,8
BA,OUTRAS,OUTRO,"90 - 99",F,80
BA,OUTRAS,OUTRO,"90 - 99",M,45
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,135
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,91
BA,OUTRAS,VIA_PUBLICA,"90 - 99",F,12
BA,OUTRAS,VIA_PUBLICA,"90 - 99",M,16
BA,COVID,DOMICILIO,"90 - 99",F,32
BA,COVID,DOMICILIO,"90 - 99",M,34
BA,COVID,HOSPITAL,"90 - 99",F,527
BA,COVID,HOSPITAL,"90 - 99",M,464
BA,COVID,IGNORADO,"90 - 99",F,2
BA,COVID,IGNORADO,"90 - 99",M,1
BA,COVID,OUTRO,"90 - 99",F,9
BA,COVID,OUTRO,"90 - 99",M,8
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,38
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,28
BA,COVID,VIA_PUBLICA,"90 - 99",M,1
BA,INDETERMINADA,DOMICILIO,"90 - 99",F,11
BA,INDETERMINADA,DOMICILIO,"90 - 99",M,7
BA,INDETERMINADA,HOSPITAL,"90 - 99",F,1
BA,INDETERMINADA,HOSPITAL,"90 - 99",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,197
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,123
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,320
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,223
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,47
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,39
BA,PNEUMONIA,DOMICILIO,"90 - 99",F,114
BA,PNEUMONIA,DOMICILIO,"90 - 99",M,78
BA,PNEUMONIA,HOSPITAL,"90 - 99",F,563
BA,PNEUMONIA,HOSPITAL,"90 - 99",M,415
BA,PNEUMONIA,IGNORADO,"90 - 99",F,1
BA,PNEUMONIA,IGNORADO,"90 - 99",M,1
BA,PNEUMONIA,OUTRO,"90 - 99",F,9
BA,PNEUMONIA,OUTRO,"90 - 99",M,4
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,42
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,33
BA,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
BA,SEPTICEMIA,DOMICILIO,"90 - 99",F,85
BA,SEPTICEMIA,DOMICILIO,"90 - 99",M,39
BA,SEPTICEMIA,HOSPITAL,"90 - 99",F,529
BA,SEPTICEMIA,HOSPITAL,"90 - 99",I,1
BA,SEPTICEMIA,HOSPITAL,"90 - 99",M,321
BA,SEPTICEMIA,OUTRO,"90 - 99",F,3
BA,SEPTICEMIA,OUTRO,"90 - 99",M,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,68
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,28
BA,SRAG,DOMICILIO,"90 - 99",F,5
BA,SRAG,HOSPITAL,"90 - 99",F,26
BA,SRAG,HOSPITAL,"90 - 99",M,26
BA,SRAG,OUTRO,"90 - 99",F,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
BA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
CE,OUTRAS,AMBULANCIA,"90 - 99",F,3
CE,OUTRAS,AMBULANCIA,"90 - 99",M,6
CE,OUTRAS,DOMICILIO,"90 - 99",F,1161
CE,OUTRAS,DOMICILIO,"90 - 99",M,748
CE,OUTRAS,HOSPITAL,"90 - 99",F,421
CE,OUTRAS,HOSPITAL,"90 - 99",M,296
CE,OUTRAS,IGNORADO,"90 - 99",F,433
CE,OUTRAS,IGNORADO,"90 - 99",M,313
CE,OUTRAS,OUTRO,"90 - 99",F,39
CE,OUTRAS,OUTRO,"90 - 99",M,25
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,48
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,25
CE,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
CE,OUTRAS,VIA_PUBLICA,"90 - 99",M,4
CE,COVID,AMBULANCIA,"90 - 99",F,2
CE,COVID,DOMICILIO,"90 - 99",F,62
CE,COVID,DOMICILIO,"90 - 99",M,55
CE,COVID,HOSPITAL,"90 - 99",F,386
CE,COVID,HOSPITAL,"90 - 99",M,299
CE,COVID,IGNORADO,"90 - 99",F,93
CE,COVID,IGNORADO,"90 - 99",M,84
CE,COVID,OUTRO,"90 - 99",F,6
CE,COVID,OUTRO,"90 - 99",M,7
CE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,50
CE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,30
CE,COVID,VIA_PUBLICA,"90 - 99",M,2
CE,INDETERMINADA,DOMICILIO,"90 - 99",F,20
CE,INDETERMINADA,DOMICILIO,"90 - 99",M,12
CE,INDETERMINADA,HOSPITAL,"90 - 99",F,2
CE,INDETERMINADA,HOSPITAL,"90 - 99",M,4
CE,INDETERMINADA,IGNORADO,"90 - 99",M,1
CE,INDETERMINADA,OUTRO,"90 - 99",F,1
CE,INDETERMINADA,OUTRO,"90 - 99",M,1
CE,INDETERMINADA,VIA_PUBLICA,"90 - 99",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,99
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,75
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,133
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,72
